Date,Brand,Type,Publisher,Product,Direct to retailer link,Status,Commission,Payment
11/19/25,"Target","Sale commission","Nicki Entenmann","American Tourister NXT Checkered Hardside Carry On Spinner Suitcase","https://rstyle.me/+o9twOtHaXcLP_RskW-m7pA","Open","$0.78",""
11/19/25,"Target","Sale commission","Nicki Entenmann","American Tourister NXT Checkered Hardside Carry On Spinner Suitcase","https://rstyle.me/+o9twOtHaXcLP_RskW-m7pA","Open","$0.78",""
11/19/25,"Target","Sale commission","Nicki Entenmann","American Tourister NXT Checkered Hardside Carry On Spinner Suitcase","https://rstyle.me/+o9twOtHaXcLP_RskW-m7pA","Open","$0.78",""
11/19/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$0.29",""
11/19/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$24.06",""
11/19/25,"Amazon (US)","Sale return","Nicki Entenmann","","","Open","-$4.99",""
11/18/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Long-Sleeve Button-Through Maxi Sweater Dress","https://rstyle.me/+gnZn_Bq3axNMA2v0g-9hkQ","Open","$16.80",""
11/18/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$22.26",""
11/18/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$10.29",""
11/18/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Off-The-Shoulder Midi Sweater Dress | Women's Clearance | Abercrombie.com","https://rstyle.me/+1dVDirWxvlnMadXYpuzrVg","Open","$2.97",""
11/18/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$12.60",""
11/18/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Easy Mockneck Sweater | Women's Tops | Abercrombie.com","https://rstyle.me/+tOSEdd2tobEJN23z4JlPBA","Open","$11.20",""
11/18/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Denim Jumpsuit | Women's Dresses & Jumpsuits | Abercrombie.com","https://rstyle.me/+EvQVfBoVLPIQaCCSPXh5_A","Open","$3.94",""
11/18/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Denim Jumpsuit | Women's Dresses & Jumpsuits | Abercrombie.com","https://rstyle.me/+EvQVfBoVLPIQaCCSPXh5_A","Open","$4.26",""
11/18/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Denim Jumpsuit | Women's Dresses & Jumpsuits | Abercrombie.com","https://rstyle.me/+EvQVfBoVLPIQaCCSPXh5_A","Open","$3.51",""
11/18/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Denim Jumpsuit | Women's Dresses & Jumpsuits | Abercrombie.com","https://rstyle.me/+EvQVfBoVLPIQaCCSPXh5_A","Open","$4.79",""
11/18/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Denim Jumpsuit | Women's Dresses & Jumpsuits | Abercrombie.com","https://rstyle.me/+EvQVfBoVLPIQaCCSPXh5_A","Open","$3.19",""
11/18/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Denim Jumpsuit | Women's Dresses & Jumpsuits | Abercrombie.com","https://rstyle.me/+EvQVfBoVLPIQaCCSPXh5_A","Open","$4.26",""
11/18/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Curve Love Mid Rise Barrel Jean","https://rstyle.me/+H612I7pqDEgakGmN9TC6VA","Open","$12.60",""
11/18/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Curve Love Mid Rise Barrel Jean","https://rstyle.me/+H612I7pqDEgakGmN9TC6VA","Open","$4.06",""
11/18/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Align™ High-Rise Pant 25\"","https://rstyle.me/+DctwTcbBMkGu2Qd8ITftpw","Open","$13.44",""
11/18/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$12.77",""
11/18/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$3.77",""
11/17/25,"Target","Sale commission","Nicki Entenmann","Full/Queen Chunky Knit Bed Blanket White - Casaluna™: Acrylic Sweater Knit, Machine Washable, No Style Assigned","https://rstyle.me/+Tl8cHLJWjjQUmurWVjCEMQ","Open","$0.70",""
11/17/25,"Target","Sale commission","Nicki Entenmann","Full/Queen Chunky Knit Bed Blanket White - Casaluna™: Acrylic Sweater Knit, Machine Washable, No Style Assigned","https://rstyle.me/+Tl8cHLJWjjQUmurWVjCEMQ","Open","$1.16",""
11/17/25,"Colleen Rothschild Beauty","Sale commission","Nicki Entenmann","Retinol Supreme Eye Serum | Colleen Rothschild Beauty","https://rstyle.me/+XTsubkBHKXD97MztH-rBfQ","Open","$7.35",""
11/17/25,"Colleen Rothschild Beauty","Sale commission","Nicki Entenmann","Retinol Supreme Eye Serum | Colleen Rothschild Beauty","https://rstyle.me/+XTsubkBHKXD97MztH-rBfQ","Open","$7.35",""
11/17/25,"Colleen Rothschild Beauty","Sale commission","Nicki Entenmann","Retinol Supreme Eye Serum | Colleen Rothschild Beauty","https://rstyle.me/+XTsubkBHKXD97MztH-rBfQ","Open","$2.35",""
11/17/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Align™ High-Rise Pant 25\"","https://rstyle.me/+DctwTcbBMkGu2Qd8ITftpw","Open","$11.34",""
11/17/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+VZxqkjCbw5VTfojj6L_YBw","Open","$6.09",""
11/17/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$21.74",""
11/17/25,"Bombas","Sale commission","Nicki Entenmann","Women's Modern Rib Ankle Sock 4-Pack","https://rstyle.me/+jF9eObSnBdg9BwaIIi5vNA","Open","$2.84",""
11/17/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Denim Jumpsuit | Women's Dresses & Jumpsuits | Abercrombie.com","https://rstyle.me/+EvQVfBoVLPIQaCCSPXh5_A","Open","$14.56",""
11/17/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Denim Jumpsuit | Women's Dresses & Jumpsuits | Abercrombie.com","https://rstyle.me/+EvQVfBoVLPIQaCCSPXh5_A","Open","$7.00",""
11/17/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$12.60",""
11/17/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$12.60",""
11/17/25,"adidas (US)","Sale commission","Nicki Entenmann","Samba OG Shoes","https://rstyle.me/+DiawvcVMH12olWp6aRx2Hw","Open","$1.89",""
11/17/25,"adidas (US)","Sale commission","Nicki Entenmann","Samba OG Shoes","https://rstyle.me/+DiawvcVMH12olWp6aRx2Hw","Open","$1.89",""
11/17/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$1.45",""
11/17/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$10.62",""
11/17/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$38.70",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's A&F Carrie Wool-Blend Trench Coat | Women's Coats & Jackets | Abercrombie.com","https://rstyle.me/+aMmUAof_4u0dChnhZpHsMg","Open","$8.40",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's A&F Carrie Wool-Blend Trench Coat | Women's Coats & Jackets | Abercrombie.com","https://rstyle.me/+aMmUAof_4u0dChnhZpHsMg","Open","$8.40",""
11/16/25,"adidas (US)","Sale commission","Nicki Entenmann","Samba OG Shoes","https://rstyle.me/+DiawvcVMH12olWp6aRx2Hw","Open","$8.40",""
11/16/25,"adidas (US)","Sale commission","Nicki Entenmann","Samba OG Shoes","https://rstyle.me/+DiawvcVMH12olWp6aRx2Hw","Open","$2.02",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Curve Love Low Rise Ultra Loose Jean | Women's Clearance | Abercrombie.com","https://rstyle.me/+yENNp5AjhapBklgmeKuuTA","Open","$14.28",""
11/16/25,"MERIT","Sale commission","Nicki Entenmann","Slip","https://rstyle.me/+kxNdSnnw6S06n2t0xyhduQ","Open","$10.29",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$11.20",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$25.20",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$16.80",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$12.60",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Easy Mockneck Sweater | Women's Tops | Abercrombie.com","https://rstyle.me/+tOSEdd2tobEJN23z4JlPBA","Open","$8.40",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Easy Mockneck Sweater | Women's Tops | Abercrombie.com","https://rstyle.me/+tOSEdd2tobEJN23z4JlPBA","Open","$16.80",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Easy Mockneck Sweater | Women's Tops | Abercrombie.com","https://rstyle.me/+tOSEdd2tobEJN23z4JlPBA","Open","$8.40",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Easy Mockneck Sweater | Women's Tops | Abercrombie.com","https://rstyle.me/+tOSEdd2tobEJN23z4JlPBA","Open","$7.00",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Off-The-Shoulder Midi Sweater Dress | Women's Clearance | Abercrombie.com","https://rstyle.me/+1dVDirWxvlnMadXYpuzrVg","Open","$4.02",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Off-The-Shoulder Midi Sweater Dress | Women's Clearance | Abercrombie.com","https://rstyle.me/+1dVDirWxvlnMadXYpuzrVg","Open","$2.23",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Off-The-Shoulder Midi Sweater Dress | Women's Clearance | Abercrombie.com","https://rstyle.me/+1dVDirWxvlnMadXYpuzrVg","Open","$3.57",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Off-The-Shoulder Midi Sweater Dress | Women's Clearance | Abercrombie.com","https://rstyle.me/+1dVDirWxvlnMadXYpuzrVg","Open","$2.42",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Off-The-Shoulder Midi Sweater Dress | Women's Clearance | Abercrombie.com","https://rstyle.me/+1dVDirWxvlnMadXYpuzrVg","Open","$4.20",""
11/16/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Off-The-Shoulder Midi Sweater Dress | Women's Clearance | Abercrombie.com","https://rstyle.me/+1dVDirWxvlnMadXYpuzrVg","Open","$2.10",""
11/16/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$3.99",""
11/16/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$22.32",""
11/16/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$5.04",""
11/15/25,"New Balance Athletics, Inc.","Sale commission","Nicki Entenmann","New Balance Unisex 9060 Sneakers - Brown/Beige/Blue (Size 6)","https://rstyle.me/+ckblXOMAxX-wYeIfJeTysw","Open","$15.88",""
11/15/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$4.79",""
11/15/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$12.39",""
11/15/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Off-The-Shoulder Midi Sweater Dress | Women's Clearance | Abercrombie.com","https://rstyle.me/+1dVDirWxvlnMadXYpuzrVg","Open","$23.43",""
11/15/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Off-The-Shoulder Midi Sweater Dress | Women's Clearance | Abercrombie.com","https://rstyle.me/+1dVDirWxvlnMadXYpuzrVg","Open","$2.60",""
11/15/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Off-The-Shoulder Midi Sweater Dress | Women's Clearance | Abercrombie.com","https://rstyle.me/+1dVDirWxvlnMadXYpuzrVg","Open","$8.15",""
11/15/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Low Rise 90s Relaxed Jean | Women's Clearance | Abercrombie.com","https://rstyle.me/+NNGbZX6yImrXmj7TveqiIg","Open","$2.19",""
11/15/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Low Rise 90s Relaxed Jean | Women's Clearance | Abercrombie.com","https://rstyle.me/+NNGbZX6yImrXmj7TveqiIg","Open","$2.56",""
11/15/25,"Target","Sale commission","Nicki Entenmann","Women's Faux Suede Trench - A New Day™ Navy L","https://rstyle.me/+pJwn2QPZ3kqdpOJe083NlA","Open","$2.80",""
11/15/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$6.25",""
11/15/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$6.47",""
11/14/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$17.54",""
11/14/25,"Lululemon (US)","Sale return","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","-$12.39",""
11/14/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$12.39",""
11/14/25,"DICK'S Sporting Goods","Sale return","Nicki Entenmann","adidas Women's Handball Spezial Shoes","https://rstyle.me/+9BHRg5e5TOr70Gsx0TpsHQ","Open","-$7.70",""
11/14/25,"DICK'S Sporting Goods","Sale commission","Nicki Entenmann","adidas Women's Handball Spezial Shoes","https://rstyle.me/+9BHRg5e5TOr70Gsx0TpsHQ","Open","$7.70",""
11/14/25,"DICK'S Sporting Goods","Sale commission","Nicki Entenmann","adidas Women's Handball Spezial Shoes","https://rstyle.me/+9BHRg5e5TOr70Gsx0TpsHQ","Open","$7.70",""
11/14/25,"Lululemon (US)","Sale return","Nicki Entenmann","lululemon Align™ High-Rise Pant 25\"","https://rstyle.me/+DctwTcbBMkGu2Qd8ITftpw","Open","-$10.29",""
11/14/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Align™ High-Rise Pant 25\"","https://rstyle.me/+DctwTcbBMkGu2Qd8ITftpw","Open","$20.58",""
11/14/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$13.44",""
11/14/25,"Abercrombie & Fitch (US)","Sale return","Nicki Entenmann","Women's Easy Mockneck Sweater | Women's Tops | Abercrombie.com","https://rstyle.me/+tOSEdd2tobEJN23z4JlPBA","Open","-$6.51",""
11/14/25,"Abercrombie & Fitch (US)","Sale return","Nicki Entenmann","Women's Easy Mockneck Sweater | Women's Tops | Abercrombie.com","https://rstyle.me/+tOSEdd2tobEJN23z4JlPBA","Open","-$14.82",""
11/14/25,"Abercrombie & Fitch (US)","Sale return","Nicki Entenmann","Women's Easy Mockneck Sweater | Women's Tops | Abercrombie.com","https://rstyle.me/+tOSEdd2tobEJN23z4JlPBA","Open","-$9.28",""
11/14/25,"Abercrombie & Fitch (US)","Sale return","Nicki Entenmann","Women's Easy Mockneck Sweater | Women's Tops | Abercrombie.com","https://rstyle.me/+tOSEdd2tobEJN23z4JlPBA","Open","-$6.51",""
11/14/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Easy Mockneck Sweater | Women's Tops | Abercrombie.com","https://rstyle.me/+tOSEdd2tobEJN23z4JlPBA","Open","$14.82",""
11/14/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Easy Mockneck Sweater | Women's Tops | Abercrombie.com","https://rstyle.me/+tOSEdd2tobEJN23z4JlPBA","Open","$6.51",""
11/14/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Easy Mockneck Sweater | Women's Tops | Abercrombie.com","https://rstyle.me/+tOSEdd2tobEJN23z4JlPBA","Open","$6.51",""
11/14/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Easy Mockneck Sweater | Women's Tops | Abercrombie.com","https://rstyle.me/+tOSEdd2tobEJN23z4JlPBA","Open","$9.28",""
11/14/25,"Abercrombie & Fitch (US)","Sale return","Nicki Entenmann","Women's Denim Jumpsuit | Women's Dresses & Jumpsuits | Abercrombie.com","https://rstyle.me/+EvQVfBoVLPIQaCCSPXh5_A","Open","-$4.68",""
11/14/25,"Abercrombie & Fitch (US)","Sale return","Nicki Entenmann","Women's Denim Jumpsuit | Women's Dresses & Jumpsuits | Abercrombie.com","https://rstyle.me/+EvQVfBoVLPIQaCCSPXh5_A","Open","-$10.42",""
11/14/25,"Abercrombie & Fitch (US)","Sale return","Nicki Entenmann","Women's Denim Jumpsuit | Women's Dresses & Jumpsuits | Abercrombie.com","https://rstyle.me/+EvQVfBoVLPIQaCCSPXh5_A","Open","-$6.76",""
11/14/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Denim Jumpsuit | Women's Dresses & Jumpsuits | Abercrombie.com","https://rstyle.me/+EvQVfBoVLPIQaCCSPXh5_A","Open","$4.68",""
11/14/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Denim Jumpsuit | Women's Dresses & Jumpsuits | Abercrombie.com","https://rstyle.me/+EvQVfBoVLPIQaCCSPXh5_A","Open","$10.42",""
11/14/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Denim Jumpsuit | Women's Dresses & Jumpsuits | Abercrombie.com","https://rstyle.me/+EvQVfBoVLPIQaCCSPXh5_A","Open","$6.76",""
11/14/25,"Old Navy (US)","Sale commission","Nicki Entenmann","Bounce Fleece Bomber Jacket","https://rstyle.me/+2TDYlQJfH_LyLNpQVOb7GA","Open","$1.40",""
11/14/25,"Old Navy (US)","Sale commission","Nicki Entenmann","Bounce Fleece Bomber Jacket","https://rstyle.me/+2TDYlQJfH_LyLNpQVOb7GA","Open","$1.62",""
11/14/25,"Old Navy (US)","Sale commission","Nicki Entenmann","Bounce Fleece Bomber Jacket","https://rstyle.me/+2TDYlQJfH_LyLNpQVOb7GA","Open","$1.62",""
11/14/25,"Old Navy (US)","Sale commission","Nicki Entenmann","Bounce Fleece Bomber Jacket","https://rstyle.me/+2TDYlQJfH_LyLNpQVOb7GA","Open","$0.18",""
11/14/25,"Old Navy (US)","Sale commission","Nicki Entenmann","Bounce Fleece Bomber Jacket","https://rstyle.me/+2TDYlQJfH_LyLNpQVOb7GA","Open","$1.62",""
11/14/25,"Old Navy (US)","Sale commission","Nicki Entenmann","Bounce Fleece Bomber Jacket","https://rstyle.me/+2TDYlQJfH_LyLNpQVOb7GA","Open","$0.84",""
11/14/25,"Old Navy (US)","Sale commission","Nicki Entenmann","Bounce Fleece Bomber Jacket","https://rstyle.me/+2TDYlQJfH_LyLNpQVOb7GA","Open","$1.62",""
11/14/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Denim Jumpsuit | Women's Dresses & Jumpsuits | Abercrombie.com","https://rstyle.me/+EvQVfBoVLPIQaCCSPXh5_A","Open","$4.64",""
11/14/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$13.34",""
11/14/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$24.02",""
11/14/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$4.96",""
11/13/25,"Target","Sale commission","Nicki Entenmann","Women's Faux Suede Trench - A New Day™ Navy L","https://rstyle.me/+pJwn2QPZ3kqdpOJe083NlA","Open","$3.85",""
11/13/25,"adidas (US)","Sale commission","Nicki Entenmann","Handball Spezial Shoes","https://rstyle.me/+amoF99XCZ6Ocs-o0-oyfzg","Open","$7.98",""
11/13/25,"Target","Sale commission","Nicki Entenmann","Skip imagesAlready have this product?Snap a pic for all to see!Upload photoShop all SwtroomSwtroo...","https://rstyle.me/+ddHCd-Iyq18qmQMfqaFGGg","Open","$0.06",""
11/13/25,"Target","Sale commission","Nicki Entenmann","Skip imagesAlready have this product?Snap a pic for all to see!Upload photoShop all SwtroomSwtroo...","https://rstyle.me/+ddHCd-Iyq18qmQMfqaFGGg","Open","$0.07",""
11/13/25,"Target","Sale commission","Nicki Entenmann","Skip imagesAlready have this product?Snap a pic for all to see!Upload photoShop all SwtroomSwtroo...","https://rstyle.me/+ddHCd-Iyq18qmQMfqaFGGg","Open","$0.15",""
11/13/25,"Target","Sale commission","Nicki Entenmann","Skip imagesAlready have this product?Snap a pic for all to see!Upload photoShop all SwtroomSwtroo...","https://rstyle.me/+ddHCd-Iyq18qmQMfqaFGGg","Open","$0.08",""
11/13/25,"New Balance Athletics, Inc.","Sale commission","Nicki Entenmann","New Balance Unisex 9060 Sneakers - Brown/Beige/Blue (Size 6.5)","https://rstyle.me/+FOqf2bbMeryhyGSzeuZ49g","Open","$15.67",""
11/13/25,"New Balance Athletics, Inc.","Sale commission","Nicki Entenmann","New Balance Unisex 9060 Sneakers - Brown/Beige/Blue (Size 6.5)","https://rstyle.me/+FOqf2bbMeryhyGSzeuZ49g","Open","$15.67",""
11/13/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Low Rise 90s Relaxed Jean | Women's Clearance | Abercrombie.com","https://rstyle.me/+NNGbZX6yImrXmj7TveqiIg","Open","$2.63",""
11/13/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Low Rise 90s Relaxed Jean | Women's Clearance | Abercrombie.com","https://rstyle.me/+NNGbZX6yImrXmj7TveqiIg","Open","$6.30",""
11/13/25,"Alo Yoga (US)","Sale commission","Nicki Entenmann","Unisex Half-Crew Throwback Sock","https://rstyle.me/+zgJLleVKVUc0SAj1SxizKg","Open","$6.76",""
11/13/25,"Alo Yoga (US)","Sale commission","Nicki Entenmann","Unisex Half-Crew Throwback Sock","https://rstyle.me/+zgJLleVKVUc0SAj1SxizKg","Open","$1.67",""
11/13/25,"J. Crew US","Sale commission","Nicki Entenmann","Teardrop cubic zirconia bezel-set tennis bracelet","https://rstyle.me/+FguI7cmHM7je3cJHtnl5qA","Open","$2.07",""
11/13/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Dad V-Neck Sweater | Women's Tops | Abercrombie.com","https://rstyle.me/+0u3tqMPZZwXKy5FIhVC6Sg","Open","$4.47",""
